Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,NRMR_Code,NRMR name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1504158,Broadacre crops - Cereal crops - Sorghum for grain,162706.05,^,144722.26,^,Broadacre crops,Sorghum for grain,101,Central Tablelands,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,6537325.58,*,5814759.54,*,Broadacre crops,Sorghum for grain,102,Central West,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,999676.99,,889183.39,,Broadacre crops,Sorghum for grain,103,Greater Sydney,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,153946.18,^,136930.62,^,Broadacre crops,Sorghum for grain,105,Murray,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,84220025.16,,74911244.54,,Broadacre crops,Sorghum for grain,108,North West NSW,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,2856931.78,*,2541157.1,*,Broadacre crops,Sorghum for grain,109,Northern Tablelands,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,1694408.2,,1507126.44,,Broadacre crops,Sorghum for grain,110,Riverina,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,21627.57,,19495.32,,Broadacre crops,Sorghum for grain,202,East Gippsland,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,110432.61,,99545.12,,Broadacre crops,Sorghum for grain,205,Mallee,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,64935.73,^,58533.75,^,Broadacre crops,Sorghum for grain,209,West Gippsland,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,1263152.19,*,1088897.77,*,Broadacre crops,Sorghum for grain,301,Burnett Mary,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,82294112.27,,70941471.85,,Broadacre crops,Sorghum for grain,303,Condamine,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,125747.17,**,108400.09,**,Broadacre crops,Sorghum for grain,304,Cooperative Management Area,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,43413.54,^,37424.55,^,Broadacre crops,Sorghum for grain,305,Desert Channels,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,28602881.04,,24657055.34,,Broadacre crops,Sorghum for grain,306,Fitzroy Basin,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,6454017.83,,5563672.93,,Broadacre crops,Sorghum for grain,307,North Queensland Dry Tropics,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,1478542.07,,1274574.18,,Broadacre crops,Sorghum for grain,308,Northern Gulf,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,18469402.01,^,15921510.38,^,Broadacre crops,Sorghum for grain,309,Queensland Murray Darling Basin,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,572102.46,**,493179.76,**,Broadacre crops,Sorghum for grain,311,South East Queensland,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,95501.91,**,82327.22,**,Broadacre crops,Sorghum for grain,314,Terrain NRM,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,5455.48,**,4852.49,**,Broadacre crops,Sorghum for grain,407,South Australian Murray Darling Basin,,,
1504158,Broadacre crops - Cereal crops - Sorghum for grain,586698.3,*,540719.27,*,Broadacre crops,Sorghum for grain,504,Rangelands,,,
