Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,NRMR_Code,NRMR name
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,27829.73,**,24252.16,**,101,Central Tablelands
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,444925.72,**,387729.59,**,102,Central West
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,480613.63,*,418829.74,*,103,Greater Sydney
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,22093.74,**,19253.54,**,105,Murray
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,53844.7,**,46922.85,**,106,North Coast
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,1215.97,,1059.65,,109,Northern Tablelands
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,11438146.42,^,9967748.71,^,110,Riverina
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,6986.66,*,6088.51,*,111,South East NSW
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,18451.56,**,15994.03,**,202,East Gippsland
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,15545679.57,^,13475172.85,^,204,Goulburn Broken
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,1761799.32,,1527147.8,,205,Mallee
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,1328721.61,,1151751.09,,206,North Central
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,111176.14,**,96368.75,**,208,Port Phillip and Western Port
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,3330.8,**,2887.17,**,209,West Gippsland
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,14334.27,,13039.08,,301,Burnett Mary
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,151862.34,**,138140.63,**,308,Northern Gulf
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,3990861.17,,3630262.08,,309,Queensland Murray Darling Basin
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,257052.49,*,228389.13,*,401,Adelaide and Mount Lofty Ranges
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,611853.82,^,543627.33,^,407,South Australian Murray Darling Basin
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,87472,,78254,,501,Northern Agricultural
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,3040940.75,*,2720479.44,*,503,Perth
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,13381.12,**,11970.99,**,505,South Coast
4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,6507885.12,*,5822069.26,*,506,South West
