Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,SA4,SA4 name
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),2346.98,*,1995.71,*,101,Capital Region
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),70301.75,*,59779.88,*,103,Central West
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),122541.15,,104200.76,,110,New England and North West
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),1832.02,**,1557.83,**,113,Riverina
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),98.57,*,83.82,*,114,Southern Highlands and Shoalhaven
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),4924.59,*,4187.54,*,115,Sydney - Baulkham Hills and Hawkesbury
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),1338.93,*,1138.54,*,123,Sydney - Outer South West
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),1694.11,**,1505.08,**,201,Ballarat
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),50840.62,**,45167.69,**,202,Bendigo
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),176445.01,**,156756.81,**,204,Hume
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),973.36,**,864.75,**,205,Latrobe - Gippsland
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),4090169.31,**,3633777.31,**,209,Melbourne - North East
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),401548.39,^,356742.55,^,211,Melbourne - Outer East
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),70119.25,**,62295.16,**,212,Melbourne - South East
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),1104.13,**,980.93,**,213,Melbourne - West
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),35555.39,**,31588.03,**,214,Mornington Peninsula
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),917.4,**,815.03,**,215,North West
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),90707928.57,,80586496.05,,216,Shepparton
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),616446.41,*,570377.53,*,307,Darling Downs - Maranoa
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),11701749.93,^,10175045.15,^,401,Adelaide - Central and Hills
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),1778216.9,*,1546216.37,*,403,Adelaide - South
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),124836.37,**,108549.21,**,405,Barossa - Yorke - Mid North
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),447918.42,^,389479.37,^,407,South Australia - South East
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),6412108.48,,5558422.52,,501,Bunbury
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),517105.27,^,448259.66,^,504,Perth - North East
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),1483028.77,^,1285583.45,^,506,Perth - South East
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),104008.92,*,90161.53,*,509,Western Australia - Wheat Belt
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),520.37,**,437.45,**,601,Hobart
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),1448746.57,**,1217895.62,**,602,Launceston and North East
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),10.45,**,8.79,**,603,South East
4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),230666.93,^,193911.24,^,604,West and North West
